sep=|
0|0|PT|MARIA DE LOS ANGELES PEREZ SALGADO| 
0|0|PT|GERMAN ESPINO LOPEZ| 
0|0|PT|JESSICA NALLELY ESCAMILLA GUEVARA| 
0|0|PT|J. TRINIDAD DIAZ RAMOS| 
0|0|PT|MARIA DEL ROSARIO MUÑOZ CAMPOS| 
0|0|MOVIMIENTO CIUDADANO|ESTHELA DAMIAN PERALTA| 
0|0|MOVIMIENTO CIUDADANO|ALEJANDRO CHANONA BURGUETE| 
0|0|MOVIMIENTO CIUDADANO|MARIA GABRIELA DELGADO BALLESTEROS| 
0|0|MOVIMIENTO CIUDADANO|JOSE OCTAVIO RIVERO VILLASEÑOR| 
0|0|MOVIMIENTO CIUDADANO|PERLA YADIRA ESCALANTE DOMINGUEZ| 
0|0|MOVIMIENTO CIUDADANO|RAFAEL OCHOA VALDIVIA| 
0|0|MOVIMIENTO CIUDADANO|MARIA TERESA DE JESUS MANZANARES CRUZ| 
0|0|MOVIMIENTO CIUDADANO|ROMAN DIAZ VAZQUEZ| 
0|0|MOVIMIENTO CIUDADANO|MARIANA IVONNE BRETON HERNANDEZ| 
0|0|MOVIMIENTO CIUDADANO|RICARDO ACOSTA ROSALES| 
0|0|MOVIMIENTO CIUDADANO|HILDA ELIZABETH AGUILAR GONZALEZ| 
0|0|MOVIMIENTO CIUDADANO|DAVID SANCHEZ CAMACHO| 
0|0|MOVIMIENTO CIUDADANO|LEONOR ALEJANDRA PADILLA ARELLANO| 
0|0|MOVIMIENTO CIUDADANO|ELIAS CARDENAS MARQUEZ| 
0|0|MOVIMIENTO CIUDADANO|MARTHA PATRICIA PANTOJA SANDOVAL| 
0|0|MOVIMIENTO CIUDADANO|ELIAS GARCIA APARICIO| 
0|0|MOVIMIENTO CIUDADANO|JANNETE ALEJANDRA  RAMIREZ AGUILAR| 
0|0|MOVIMIENTO CIUDADANO|GILBERTO GALVEZ LOPEZ| 
0|0|MOVIMIENTO CIUDADANO|GARDELIA EVILLANO ALVAREZ| 
0|0|MOVIMIENTO CIUDADANO|MARTIN ANSELMO MUÑOZ MUNGUIA| 
0|0|MOVIMIENTO CIUDADANO|MARIA TERESA NOGUERON MANCILLA| 
0|0|MOVIMIENTO CIUDADANO|MIGUEL ANGEL MARTINEZ CUEVAS| 
0|0|MOVIMIENTO CIUDADANO|CLAUDIA BELTRAN TAGLE| 
0|0|MOVIMIENTO CIUDADANO|JONATAN RODRIGUEZ RODRIGUEZ| 
0|0|MOVIMIENTO CIUDADANO|MARIA LILIANA MEJIA SALAZAR| 
0|0|MOVIMIENTO CIUDADANO|ARTURO RODRIGUEZ GUTIERREZ| 
0|0|MOVIMIENTO CIUDADANO|CATALINA MAXIMO PEREZ| 
0|0|MOVIMIENTO CIUDADANO|IVAN DE LA CRUZ TEACALCO| 
0|0|MOVIMIENTO CIUDADANO|ELIZABETH FIGUEROA HURTADO| 
0|0|MOVIMIENTO CIUDADANO|DAVID RICARDO BENITEZ LOPEZ| 
0|0|MOVIMIENTO CIUDADANO|XOCHITL ESTELA DE LA CONCHA GARCIA| 
0|0|MOVIMIENTO CIUDADANO|ALFONSO ARANA RAMIREZ| 
0|0|MOVIMIENTO CIUDADANO|MARIA ANGELICA GARCIA BARRERA| 
0|0|MOVIMIENTO CIUDADANO|CESAR RUIZ ROQUE| 
0|0|MOVIMIENTO CIUDADANO|MARTHA PATRICIA BARRIOS ROJAS| 
0|0|MOVIMIENTO CIUDADANO|SALVADOR RAYMUNDO GONZALEZ GUTIERREZ| 
0|0|MOVIMIENTO CIUDADANO|JOSEFINA LOMAS MORENO| 
0|0|MOVIMIENTO CIUDADANO|GUSTAVO ZARCO SANCHEZ| 
0|0|MOVIMIENTO CIUDADANO|JOSEF PATRICIA PONCE DE LEON CASALES| 
0|0|MOVIMIENTO CIUDADANO|MICHEL REYNA BLANCO| 
0|0|MOVIMIENTO CIUDADANO|LETICIA HERNANDEZ SALMERON| 
0|0|MOVIMIENTO CIUDADANO|RODOLFO HERNANDEZ MIRANDA| 
0|0|MOVIMIENTO CIUDADANO|CONNIE ROSANELY ALAVEZ LUNA| 
0|0|MOVIMIENTO CIUDADANO|JUAN CARLOS HERNANDEZ AGUILAR| 
0|0|MOVIMIENTO CIUDADANO|JASMIN ROCHA ALARCON| 
0|0|MOVIMIENTO CIUDADANO|ANGEL JAVIER OCAMPO ZAVALETA| 
0|0|MOVIMIENTO CIUDADANO|CRUZ ERLYN LOPEZ RIVAS| 
0|0|MOVIMIENTO CIUDADANO|GERARDO GIL CORDOVA| 
0|0|MOVIMIENTO CIUDADANO|MARTHA JURADO MANCERA| 
0|0|MOVIMIENTO CIUDADANO|JOSE IVAN RESENDIZ CABANZO| 
0|0|MOVIMIENTO CIUDADANO|BEATRIZ RAMIREZ HINOJOSA| 
0|0|MOVIMIENTO CIUDADANO|HECTOR JESUS NIEVES HERNANDEZ| 
0|0|MOVIMIENTO CIUDADANO|PATSI VANESSA TISCAREÑO HERNANDEZ| 
0|0|MOVIMIENTO CIUDADANO|JOSE LUIS MARTINEZ ESQUERRA| 
0|0|MOVIMIENTO CIUDADANO|MARGARITA BAHENA OCAMPO| 
0|0|MOVIMIENTO CIUDADANO|JUAN EMILIO BELLO ROMERO| 
0|0|MOVIMIENTO CIUDADANO|NORMA TAGLE MARROQUIN| 
0|0|MOVIMIENTO CIUDADANO|MIGUEL OSBALDO JIMENEZ SANTAMARIA| 
0|0|MOVIMIENTO CIUDADANO|MARIA DEL PILAR SOLORZANO BERNAL| 
0|0|MOVIMIENTO CIUDADANO|FERNANDO VALERO ORTIZ| 
0|0|NUEVA ALIANZA|GABRIEL RICARDO QUADRI DE LA TORRE| 
0|0|NUEVA ALIANZA|EDDA ALEJANDRA BEATRIZ MORENO Y TOSCANO| 
0|0|NUEVA ALIANZA|FELIX EUGENIO SANCHEZ AGUILAR| 
0|0|NUEVA ALIANZA|HILDA OLIVIA PEREZ RAMIREZ| 
0|0|NUEVA ALIANZA|FADALALA AKABANI HNEIDE| 
0|0|NUEVA ALIANZA|AMALIA BIO JIMENEZ| 
0|0|NUEVA ALIANZA|OSCAR MORENO RAMOS| 
0|0|NUEVA ALIANZA|SAMANTHA CAROLINA GOMES FONSECA| 
0|0|NUEVA ALIANZA|RAMON ALFREDO SANCHEZ ZEPEDA| 
0|0|NUEVA ALIANZA|MARIA GUADALUPE GUERRERO SAUCEDO| 
0|0|NUEVA ALIANZA|SAMUEL OBED HERNANDEZ SALINAS| 
0|0|NUEVA ALIANZA|ANA MARIA VICTORIA LARA RAMIREZ| 
0|0|NUEVA ALIANZA|ERICK JESUS CARO CAMPA| 
0|0|NUEVA ALIANZA|ZURISADAI CAMACHO CONTRERAS| 
0|0|NUEVA ALIANZA|GIOVANI SERNA ROSALES| 
0|0|NUEVA ALIANZA|ESTHER CALDIÑO MERIDA| 
0|0|NUEVA ALIANZA|LUCIANO QUADRI BARBA| 
0|0|NUEVA ALIANZA|MARIA DE LOURDES TRINIDAD CABRERA| 
0|0|NUEVA ALIANZA|RANDOLFO HERNANDEZ MARTINEZ| 
0|0|NUEVA ALIANZA|PATRICIA PEDRAZA ZUÑIGA| 
0|0|NUEVA ALIANZA|GERARDO BACHIR MESTRE REYES| 
0|0|NUEVA ALIANZA|CLAUDIA IVONNE MENDOZA PEREGRINA| 
0|0|NUEVA ALIANZA|VALENTIN EDUARDO MALPICA RODRIGUEZ| 
0|0|NUEVA ALIANZA|MARIA DEL CARMEN RAMIREZ LOPEZ| 
0|0|NUEVA ALIANZA|ALBERTO SANDOVAL POBLANO| 
0|0|NUEVA ALIANZA|MA. CONCEPCION GARCIA DE LA ROSA| 
0|0|NUEVA ALIANZA|ANTONIO YANNIC MARTINEZ SANCHEZ| 
0|0|NUEVA ALIANZA|ESPERANZA OJEDA OLVERA| 
0|0|NUEVA ALIANZA|LUIS ANTONIO VALDEZ VAZQUEZ| 
0|0|NUEVA ALIANZA|ANEL JANNETH CARPIO MORALES| 
0|0|NUEVA ALIANZA|RAMON ZEFERINO SANCHEZ GRANADOS| 
0|0|NUEVA ALIANZA|SANDRA OLGA ROSALES HINOJOSA| 
0|0|NUEVA ALIANZA|JOSE LUIS  BOJORGES RAMIREZ| 
0|0|NUEVA ALIANZA|ARMIDA ELIZABETH CORONA RUGERIO| 
0|0|NUEVA ALIANZA|TOMAS SEVILLA TALAVERA| 
0|0|NUEVA ALIANZA|MARIA DEL CARMEN PORTILLO GONZALEZ| 
0|0|NUEVA ALIANZA|ERIK ROBERTO IZQUIERDO GOROSTIETA| 
0|0|NUEVA ALIANZA|MARIA DE LOURDES DANIELA TORRES BERNAL| 
0|0|NUEVA ALIANZA|RICARDO ENRIQUE FLORES PABLO| 
0|0|NUEVA ALIANZA|MONICA NAVA ESTRADA| 
0|0|NUEVA ALIANZA|ALEJANDRO TELLO PADILLA| 
0|0|NUEVA ALIANZA|ADRIANA YURIRIA GONZALEZ GONZALEZ| 
0|0|NUEVA ALIANZA|MOISES SALAS ORTEGA| 
0|0|NUEVA ALIANZA|MARGARITA LOPEZ LUGO| 
0|0|NUEVA ALIANZA|JOSE ENRIQUE MARTINEZ MARTINEZ| 
0|0|NUEVA ALIANZA|EVA  SANCHEZ MORALES| 
0|0|NUEVA ALIANZA|TOMAS CANTU LOPEZ| 
0|0|NUEVA ALIANZA|BRENDA ELISA LOZANO MARTINEZ| 
0|0|NUEVA ALIANZA|JESUS EDGAR TORRES CONTRERAS| 
0|0|NUEVA ALIANZA|RIBKA ESPINOZA PALACIOS| 
0|0|NUEVA ALIANZA|ALFONSO ALCANTARA FLORES| 
0|0|NUEVA ALIANZA|MARIA HERNANDEZ PEREA| 
0|0|NUEVA ALIANZA|SALVADOR ISAAC GINORI REYES| 
0|0|NUEVA ALIANZA|ROSA MARGARITA ROSALES VILLANUEVA| 
0|0|NUEVA ALIANZA|CUAUHTEMOC CUTBERTO ROBLES SAN MIGUEL| 
0|0|NUEVA ALIANZA|YOLANDA ORTEGA GARCIA| 
0|0|NUEVA ALIANZA|BENJAMIN ISACC FALCON TREJO| 
0|0|NUEVA ALIANZA|LUCERO PALACIOS GALICIA| 
0|0|NUEVA ALIANZA|JUAN CARLOS ROMO FONSECA| 
0|0|NUEVA ALIANZA|TANIA ELIZABETH GAMBOA SANCHEZ| 
0|0|MORENA|IRMA ERENDIRA SANDOVAL BALLESTEROS| 
0|0|MORENA|BERNARDO BATIZ VAZQUEZ| 
0|0|MORENA|BERTHA ELENA LUJAN URANGA| 
0|0|MORENA|BRUNO IVAN BICHIR NAJERA| 
0|0|MORENA|CLARA MARINA BRUGADA MOLINA| 
0|0|MORENA|CARLOS PAYAN Y VELVER| 
0|0|MORENA|LILIA EUGENIA ROSSBACH SUAREZ| 
0|0|MORENA|JAIME FERNANDO CARDENAS GRACIA| 
0|0|MORENA|PATRICIA JIMENA ORTIZ COUTURIER| 
0|0|MORENA|MARDONIO CARBALLO MANUEL| 
0|0|MORENA|GABRIELA RODRIGUEZ RAMIREZ| 
0|0|MORENA|JAVIER QUIJANO Y BAZ| 
0|0|MORENA|MARGARITA MARIA VALDES GONZALEZ SALAS| 
0|0|MORENA|HECTOR HERMILO BONILLA REBENTUN| 
0|0|MORENA|ELVIRA DANIEL KABBAZ ZAGA| 
0|0|MORENA|RAUL BAUTISTA GONZALEZ| 
0|0|MORENA|MA. DEL CONSUELO SANCHEZ RODRIGUEZ| 
0|0|MORENA|FABRIZIO ANTONIO MEJIA MADRID| 
0|0|MORENA|MARTHA PATRICIA RUIZ ANCHONDO| 
0|0|MORENA|JORGE DAMIAN ALCAZAR CASTELLO| 
0|0|MORENA|MAYELA EUGENIA DELGADILLO BARCENA| 
0|0|MORENA|JAVIER JIMENEZ ESPRIU| 
0|0|MORENA|NORMA ESPERANZA LIRA SAADE| 
0|0|MORENA|RAMON JIMENEZ LOPEZ| 
0|0|MORENA|MARTHA ELVIA PEREZ BEJARANO| 
0|0|MORENA|DANIEL ASAF MANJARREZ| 
0|0|MORENA|FIORELLA GIOVANNA FABBRI DIAZ| 
0|0|MORENA|ALEJANDRO ROJAS DIAZ DURAN| 
0|0|MORENA|LARISA ORTIZ QUINTERO| 
0|0|MORENA|JOSE NERI MORALES| 
0|0|MORENA|MARIA DE LOS DOLORES HEREDIA LERMA| 
0|0|MORENA|JOSE DE JESUS MARTIN DEL CAMPO CASTAÑEDA| 
0|0|MORENA|ELVIRA MARQUEZ VITE| 
0|0|MORENA|MIGUEL CUAUHTEMOC CORTES ROCHA| 
0|0|MORENA|ERIKA VANESSA DEL CASTLLO IBARRA| 
0|0|MORENA|ANTONIO MARTINEZ VELAZQUEZ| 
0|0|MORENA|ZOIA ELIETH FERNANDEZ MEJIA| 
0|0|MORENA|MIGUEL SORIA GOMEZ| 
0|0|MORENA|ANA MARIA MUÑOZ GALICIA| 
0|0|MORENA|GIBRAN RAMIREZ REYES| 
0|0|MORENA|RAMONA MERCED BENCOMO ROMERO| 
0|0|MORENA|ROBERTO FRANCISCO ESCUDERO CASTELLANOS| 
0|0|MORENA|GABRIELA OSORIO HERNANDEZ| 
0|0|MORENA|MOISES ALAIN ARAF HOP| 
0|0|MORENA|IRMA LARA LOPEZ| 
0|0|MORENA|FEDERICO TABOADA LOPEZ| 
0|0|MORENA|COINTA LAGUNES CRUZ| 
0|0|MORENA|JULIAN CASTRUITA SANCHEZ| 
0|0|MORENA|TERESA GARDUÑO MARTINEZ| 
0|0|MORENA|FILEMON BRAVO OLGUIN| 
0|0|MORENA|EDITH ARRIETA MEZA| 
0|0|MORENA|FROYLAN RAMON RASCON CORDOVA| 
0|0|MORENA|ALEJANDRA RAMIREZ OLIVA| 
0|0|MORENA|JORGE RENE GONZALEZ HERNANDEZ| 
0|0|MORENA|VIRGINIA CHAVEZ LOPEZ| 
0|0|MORENA|DIEGO CESAR VALDEZ LOPEZ| 
0|0|MORENA|MARIA CRISTINA CRUZ CRUZ| 
0|0|MORENA|FELIX ORLANDO TAPIA MEDINA| 
0|0|MORENA|ESTHER SILVIA CUELLAR MONDRAGON| 
0|0|MORENA|JOSE ARTURO OCAMPO FRANCO| 
0|0|ENCUENTRO SOCIAL |JOSE ANDRES MILLAN ARROYO| 
0|0|ENCUENTRO SOCIAL |AIDA ARREGUI GUERRERO| 
0|0|ENCUENTRO SOCIAL |BERLIN RODRIGUEZ SORIA| 
0|0|ENCUENTRO SOCIAL |LUCILA ROMERO Y JIMENEZ CANET| 
0|0|ENCUENTRO SOCIAL |ARMANDO GONZALEZ ESCOTO| 
0|0|ENCUENTRO SOCIAL |EDELMIRA GONZALEZ RIVERA| 
0|0|ENCUENTRO SOCIAL |CLAUDIO CARRILLO RAMOS| 
0|0|ENCUENTRO SOCIAL |MICHELLE PAMELA GOMEZ ARIAS| 
0|0|ENCUENTRO SOCIAL |NAHUM NAVAS RUIZ| 
0|0|ENCUENTRO SOCIAL |ALMA ROSA CAMPOS ROJAS| 
0|0|ENCUENTRO SOCIAL |OMAR ZUÑIGA LOZANO| 
0|0|ENCUENTRO SOCIAL |ESPERANZA PARDO FLORES| 
0|0|ENCUENTRO SOCIAL |JUAN GUILLERMO MORALES FRAGOSO| 
0|0|ENCUENTRO SOCIAL |MARIA ELEAZAR MONTIEL LARA| 
0|0|ENCUENTRO SOCIAL |MIGUEL ANGEL  ORTIZ LOPEZ| 
0|0|ENCUENTRO SOCIAL |ALMA ANGELICA SANCHEZ HERNANDEZ| 
0|0|ENCUENTRO SOCIAL |LUIS ANTONIO PEREZ PELCASTRE| 
0|0|ENCUENTRO SOCIAL |MARIA DEL PILAR CANALES VALDES| 
0|0|ENCUENTRO SOCIAL |RICARDO AVILA ARAUJO| 
0|0|ENCUENTRO SOCIAL |ADRIANA MARTINEZ SANTILLAN| 
0|0|ENCUENTRO SOCIAL |AMARANTO JIMENEZ DOMINGUEZ| 
0|0|ENCUENTRO SOCIAL |EVA SORALLA PORTILLO FIGUEROA| 
0|0|ENCUENTRO SOCIAL |MIGUEL ANGEL MEDINA ZENON| 
0|0|ENCUENTRO SOCIAL |BRENDA GREYC NEGRETE ROSAS| 
0|0|ENCUENTRO SOCIAL |ALFREDO ISMAEL ROMAN MASSO| 
0|0|ENCUENTRO SOCIAL |NORMA ANGELICA DIAZ GOMEZ| 
0|0|ENCUENTRO SOCIAL |CARLOS AVILES GUTIERREZ| 
0|0|ENCUENTRO SOCIAL |VIOLETA ORENCIO AGUIRRE| 
0|0|ENCUENTRO SOCIAL |JHONATAN ADRIAN TELLEZ FLORES| 
0|0|ENCUENTRO SOCIAL |MARTHA ADRIANA AMAYA CASIO| 
0|0|ENCUENTRO SOCIAL |RAUL ERNESTO MEJIA CRUZ| 
0|0|ENCUENTRO SOCIAL |ELSA MARIA FLORES GALLARDO| 
0|0|ENCUENTRO SOCIAL |JOSE ANTONIO GARCIA CRUZ| 
0|0|ENCUENTRO SOCIAL |GRACIELA SERRANO HERNANDEZ| 
0|0|ENCUENTRO SOCIAL |ARTURO ALBERTO SOTOMAYOR PONZANELLI| 
0|0|ENCUENTRO SOCIAL |MA DEL ROCIO AVONCE TRUJILLO| 
0|0|ENCUENTRO SOCIAL |FERNANDO ESPINOSA SIRVENT| 
0|0|ENCUENTRO SOCIAL |ROSALINDA GUTIERREZ ROMAN| 
0|0|ENCUENTRO SOCIAL |PEDRO EDUARDO CONTRERAS ALVAREZ| 
0|0|ENCUENTRO SOCIAL |ANA JUDITH VARGAS PADILLA| 
0|0|ENCUENTRO SOCIAL |GABRIEL RICARDO ROJAS CERVANTES| 
0|0|ENCUENTRO SOCIAL |MARGARITA ISABEL VILLALBA CAMACHO| 
0|0|ENCUENTRO SOCIAL |ENRIQUE FREGOSO URBINA| 
0|0|ENCUENTRO SOCIAL |ELIZABETH GARCIA SOTO| 
0|0|ENCUENTRO SOCIAL |ALARII JERONIMO MIJANGOS| 
0|0|ENCUENTRO SOCIAL |HILDA RAMIREZ MORALES| 
0|0|ENCUENTRO SOCIAL |CARLOS ALBERTO TORRES HIDALGO| 
0|0|ENCUENTRO SOCIAL |INDIRA TORRES GARCIA| 
0|0|ENCUENTRO SOCIAL |JESUS FIGUEROA ALCANTARA| 
0|0|ENCUENTRO SOCIAL |PAOLA OSIRIS AVILA ARREOLA| 
0|0|ENCUENTRO SOCIAL |GILBERTO CASTELLANOS CASTILLO| 
0|0|ENCUENTRO SOCIAL |IVETTE FABIOLA OJEDA ARRIAGA| 
0|0|ENCUENTRO SOCIAL |JORGE SALAS GUTIERREZ| 
0|0|ENCUENTRO SOCIAL |REYNA GIOVANNA GOMEZ FONSECA| 
0|0|ENCUENTRO SOCIAL |FRANCISCO ALVAREZ GONZALEZ| 
0|0|ENCUENTRO SOCIAL |ARELI GENOVEVA HERNANDEZ GONZALEZ| 
0|0|ENCUENTRO SOCIAL |ALEJANDRO HURTADO DURAN| 
0|0|ENCUENTRO SOCIAL |ANGELICA JUANITA FIERROS SOLANO| 
0|0|ENCUENTRO SOCIAL |SILVERIO MARTINEZ MARTINEZ| 
0|0|ENCUENTRO SOCIAL |NAHOMI PEREZ ALVIZO| 
